OP_ID,OP_DATE,TIME,YEAR,VESSEL,SERIAL,CRUISE,LOCATION,IP_DESIGN,LATITUDE,LONGITUDE,END_LATITUDE,END_LONGITUDE,BEG_LATITUDE_DD,BEG_LONGITUDE_DD,END_LATITUDE_DD,END_LONGITUDE_DD,DIST_SHORE_M,BEG_DEPTH,END_DEPTH,FISHING_DEPTH,DEPTH_UNITS,BUCKET_TEMP,SEABIRD_TEMP,SEABIRD_CHL,SEABIRD_BEAM,TOW_TIME,DISTANCE,SPECIES,FISH
88095,30-May-14,1356,2014,25,529,1,139,3,4658.18,9059.76,4658.24,9000.3,46.969667,-90.996,46.970667,-90.005,1020.47769,20.6,30.1,0.5,2,8.5,6.45155,0.14475,83.4791,10,0.42,500,2
88096,3-Jun-14,936,2014,25,530,1,24,3,4651.18,9028.24,4650.82,9027.98,46.853,-90.470667,46.847,-90.466333,2120.191387,15.1,57.6,0.5,2,2.7,3.11305,0.2224,88.36055,10,0.45,0,0
88097,3-Jun-14,936,2014,25,531,1,24,3,4651.18,9028.24,4650.82,9027.98,46.853,-90.470667,46.847,-90.466333,2120.191387,15.1,57.6,0.5,2,2.7,3.11305,0.2224,88.36055,10,0.45,217,2
88098,3-Jun-14,1143,2014,25,532,1,184,3,4636.94,9019.83,4637.28,9019.94,46.615667,-90.3305,46.621333,-90.332333,678.2741246,22.2,28.1,0.5,2,6.1,4.69605,0.40645,72.8206,10,0.4,217,11
88099,3-Jun-14,1143,2014,25,533,1,184,3,4636.94,9019.83,4637.28,9019.94,46.615667,-90.3305,46.621333,-90.332333,678.2741246,22.2,28.1,0.5,2,6.1,4.69605,0.40645,72.8206,10,0.4,217,11
88103,3-Jun-14,1403,2014,25,534,1,192,3,4641.35,9001.68,4641.71,9001.93,46.689167,-90.028,46.695167,-90.032167,1206.208648,17.7,25,0.5,2,3.5,3.3204,0.30095,83.2142,10,0.43,217,41
88104,3-Jun-14,1403,2014,25,535,1,192,3,4641.35,9001.68,4641.71,9001.93,46.689167,-90.028,46.695167,-90.032167,1206.208648,17.7,25,0.5,2,3.5,3.3204,0.30095,83.2142,10,0.43,217,15
88105,3-Jun-14,729,2014,25,536,1,57,3,4654.03,8921.02,4654.32,8921.36,46.9005,-89.350333,46.905333,-89.356,3061.657843,19.6,26,0.5,2,3.2,,,,10,0.45,217,111
88105,3-Jun-14,729,2014,25,536,1,57,3,4654.03,8921.02,4654.32,8921.36,46.9005,-89.350333,46.905333,-89.356,3061.657843,19.6,26,0.5,2,3.2,,,,10,0.45,500,1
88106,3-Jun-14,729,2014,25,537,1,57,3,4654.03,8921.02,4654.32,8921.36,46.9005,-89.350333,46.905333,-89.356,3061.657843,19.6,26,0.5,2,3.2,,,,10,0.45,217,50
88108,4-Jun-14,1011,2014,25,538,1,183,3,4659.86,8908.67,4659.94,8909.16,46.997667,-89.1445,46.999,-89.152667,1085.995477,16.7,23,0.5,2,7.8,5.94005,0.39835,66.7772,10,0.4,217,44
88109,4-Jun-14,1011,2014,25,539,1,183,3,4659.86,8908.67,4659.94,8909.16,46.997667,-89.1445,46.999,-89.152667,1085.995477,16.7,23,0.5,2,7.8,5.94005,0.39835,66.7772,10,0.4,217,22
88111,4-Jun-14,1301,2014,25,540,1,182,3,4708.9,8851.28,4708.98,8851.79,47.148333,-88.854667,47.149667,-88.863167,3033.492529,29.7,34.3,0.5,2,6.9,5.88615,0.2331,74.3444,10,0.42,217,8
88112,4-Jun-14,1301,2014,25,541,1,182,3,4708.9,8851.28,4708.98,8851.79,47.148333,-88.854667,47.149667,-88.863167,3033.492529,29.7,34.3,0.5,2,6.9,5.88615,0.2331,74.3444,10,0.42,217,3
88115,4-Jun-14,1607,2014,25,542,1,181,3,4720.21,8828.9,4720.54,8829.15,47.336833,-88.481667,47.342333,-88.485833,1103.1946,26.3,50.3,0.5,2,7.5,6.05835,0.216,75.29435,10,0.42,217,3
88116,4-Jun-14,1607,2014,25,543,1,181,3,4720.21,8828.9,4720.54,8829.15,47.336833,-88.481667,47.342333,-88.485833,1103.1946,26.3,50.3,0.5,2,7.5,6.05835,0.216,75.29435,10,0.42,217,2
88117,5-Jun-14,1018,2014,25,544,1,82,3,4658.77,8823.77,4658.53,8823.33,46.9795,-88.396167,46.9755,-88.388833,1045.25918,18.1,41.8,0.5,2,5.7,4.564,0.1959,85.57435,10,0.43,217,1
88118,5-Jun-14,1018,2014,25,545,1,82,3,4658.77,8823.77,4658.53,8823.33,46.9795,-88.396167,46.9755,-88.388833,1045.25918,18.1,41.8,0.5,2,5.7,4.564,0.1959,85.57435,10,0.43,217,1
88119,5-Jun-14,1150,2014,25,546,1,84,3,4654.33,8819.37,4654.72,8819.43,46.9055,-88.322833,46.912,-88.323833,799.8589594,41.6,68.9,0.5,2,1.8,2.18415,0.18915,89.21855,10,0.45,0,0
88120,5-Jun-14,1150,2014,25,547,1,84,3,4654.33,8819.37,4654.72,8819.43,46.9055,-88.322833,46.912,-88.323833,799.8589594,41.6,68.9,0.5,2,1.8,2.18415,0.18915,89.21855,10,0.45,0,0
88244,5-Jun-14,1259,2014,25,548,1,84,3,4654.12,8818.78,4654.11,8819.31,46.902,-88.313,46.901833,-88.321833,799.8589594,31.6,33,0.5,2,1.9,2.18415,0.18915,89.21855,10,0.43,0,0
88245,5-Jun-14,1259,2014,25,549,1,84,3,4654.12,8818.78,4654.11,8819.31,46.902,-88.313,46.901833,-88.321833,799.8589594,31.6,33,0.5,2,1.9,2.18415,0.18915,89.21855,10,0.43,0,0
88121,5-Jun-14,1419,2014,25,550,1,100,3,4703.03,8815.9,4703.05,8815.29,47.0505,-88.265,47.050833,-88.254833,2063.358712,30.7,55.2,0.5,2,2.2,2.47245,0.2003,90.01625,11,0.43,0,0
88122,5-Jun-14,1419,2014,25,551,1,100,3,4703.03,8815.9,4703.05,8815.29,47.0505,-88.265,47.050833,-88.254833,2063.358712,30.7,55.2,0.5,2,2.2,2.47245,0.2003,90.01625,11,0.43,0,0
88123,5-Jun-14,1555,2014,25,552,1,140,3,4709.92,8813.11,4709.77,8812.59,47.165333,-88.2185,47.162833,-88.209833,1992.346353,18.1,30.7,0.5,2,2.3,2.58545,0.19765,81.29425,10,0.45,0,0
88124,5-Jun-14,1555,2014,25,553,1,140,3,4709.92,8813.11,4709.77,8812.59,47.165333,-88.2185,47.162833,-88.209833,1992.346353,18.1,30.7,0.5,2,2.3,2.58545,0.19765,81.29425,10,0.45,0,0
88136,6-Jun-14,655,2014,25,554,1,101,3,4722.84,8748.63,4722.47,8748.72,47.380667,-87.8105,47.3745,-87.812,1293.317943,19.4,43.1,0.5,2,3.1,3.189,0.68255,87.777,10,0.43,217,1497
88137,6-Jun-14,655,2014,25,555,1,101,3,4722.84,8748.63,4722.47,8748.72,47.380667,-87.8105,47.3745,-87.812,1293.317943,19.4,43.1,0.5,2,3.1,3.189,0.68255,87.777,10,0.43,217,1169
88138,6-Jun-14,1031,2014,25,556,1,158,3,4656.27,8808.11,4656.19,8807.55,46.937833,-88.135167,46.9365,-88.125833,1642.18472,18.6,32.8,0.5,2,2.5,4.19465,0.158,85.22115,10,0.43,217,13
88139,6-Jun-14,1031,2014,25,557,1,158,3,4656.27,8808.11,4656.19,8807.55,46.937833,-88.135167,46.9365,-88.125833,1642.18472,18.6,32.8,0.5,2,2.5,4.19465,0.158,85.22115,10,0.43,217,25
88140,6-Jun-14,1324,2014,25,558,1,142,3,4651.24,8743.7,4651.5,8743.28,46.854,-87.728333,46.858333,-87.721333,1281.056013,20.1,42.9,0.5,2,3.2,3.57765,0.1589,89.3133,10,0.45,0,0
88141,6-Jun-14,1324,2014,25,559,1,142,3,4651.24,8743.7,4651.5,8743.28,46.854,-87.728333,46.858333,-87.721333,1281.056013,20.1,42.9,0.5,2,3.2,3.57765,0.1589,89.3133,10,0.45,0,0
88142,6-Jun-14,1511,2014,25,560,1,196,3,4646.77,8733.48,4647.06,8733.12,46.7795,-87.558,46.784333,-87.552,2612.843606,27.8,38.6,0.5,2,2.8,3.1866,0.1494,89.1777,10,0.42,0,0
88143,6-Jun-14,1511,2014,25,561,1,196,3,4646.77,8733.48,4647.06,8733.12,46.7795,-87.558,46.784333,-87.552,2612.843606,27.8,38.6,0.5,2,2.8,3.1866,0.1494,89.1777,10,0.42,0,0
88144,7-Jun-14,807,2014,25,562,1,120,3,4630.49,8713.92,4630.85,8713.84,46.508167,-87.232,46.514167,-87.230667,3733.016885,20.8,27.3,0.5,2,3.2,2.7924,0.28985,91.0128,10,0.42,217,6
88145,7-Jun-14,807,2014,25,563,1,120,3,4630.49,8713.92,4630.85,8713.84,46.508167,-87.232,46.514167,-87.230667,3733.016885,20.8,27.3,0.5,2,3.2,2.7924,0.28985,91.0128,10,0.42,217,1
88146,7-Jun-14,1044,2014,25,564,1,88,3,4631.41,8655.32,4631.59,8654.84,46.5235,-86.922,46.5265,-86.914,4575.364935,29.6,43.7,0.5,2,2,2.2951,0.16785,89.2774,10,0.42,0,0
88147,7-Jun-14,1044,2014,25,565,1,88,3,4631.41,8655.32,4631.59,8654.84,46.5235,-86.922,46.5265,-86.914,4575.364935,29.6,43.7,0.5,2,2,2.2951,0.16785,89.2774,10,0.42,0,0
88149,7-Jun-14,1534,2014,25,566,1,178,3,4639.47,8618.56,4639.66,8619,46.657833,-86.309333,46.661,-86.316667,5623.387845,30.7,37.7,0.8,2,2.6,2.4671,0.1749,90.44,10,0.4,0,0
88150,7-Jun-14,1534,2014,25,567,1,178,3,4639.47,8618.56,4639.66,8619,46.657833,-86.309333,46.661,-86.316667,5623.387845,30.7,37.7,0.8,2,2.6,2.4671,0.1749,90.44,10,0.4,0,0
88151,8-Jun-14,806,2014,25,568,1,177,3,4643.41,8546.08,4643.75,8546.11,46.7235,-85.768,46.729167,-85.7685,4893.434973,19.9,21.7,0.5,2,1.5,2.862,0.061,58.01445,10,0.4,0,0
88152,8-Jun-14,806,2014,25,569,1,177,3,4643.41,8546.08,4643.75,8546.11,46.7235,-85.768,46.729167,-85.7685,4893.434973,19.9,21.7,0.5,2,1.5,2.862,0.061,58.01445,10,0.4,217,3
88154,8-Jun-14,1123,2014,25,570,1,176,3,4646.65,8518.29,4646.95,8518.51,46.7775,-85.304833,46.7825,-85.3085,5180.027729,18.7,29.2,0.5,2,2.8,3.05295,0.1277,89.4656,10,0.4,0,0
88155,8-Jun-14,1123,2014,25,571,1,176,3,4646.65,8518.29,4646.95,8518.51,46.7775,-85.304833,46.7825,-85.3085,5180.027729,18.7,29.2,0.5,2,2.8,3.05295,0.1277,89.4656,10,0.4,0,0
88159,9-Jun-14,1044,2014,25,572,1,194,3,4637.25,8453.91,4637.37,8453.37,46.620833,-84.8985,46.622833,-84.8895,10597.36431,28,43.7,0.5,2,3.8,3.90485,0.14795,85.16215,10,0.43,217,1
88158,9-Jun-14,1044,2014,25,573,1,194,3,4637.25,8453.91,4637.37,8453.37,46.620833,-84.8985,46.622833,-84.8895,10597.36431,28,43.7,0.5,2,3.8,3.90485,0.14795,85.16215,10,0.43,0,0
88162,9-Jun-14,1222,2014,25,574,1,79,3,4633.82,8453.16,4633.9,8452.63,46.563667,-84.886,46.565,-84.877167,9346.645509,20.2,37.7,0.5,2,4.2,4.2865,0.20815,64.92665,10,0.43,0,0
88161,9-Jun-14,1222,2014,25,575,1,79,3,4633.82,8453.16,4633.9,8452.63,46.563667,-84.886,46.565,-84.877167,9346.645509,20.2,37.7,0.5,2,4.2,4.2865,0.20815,64.92665,10,0.43,0,0
88163,9-Jun-14,1359,2014,25,576,1,193,3,4630.35,8452.32,4630.68,8452.05,46.505833,-84.872,46.511333,-84.8675,4531.773292,22.9,33.2,0.5,2,6.4,5.16285,-0.3015,64.99955,10,0.43,217,1
88164,9-Jun-14,1359,2014,25,577,1,193,3,4630.35,8452.32,4630.68,8452.05,46.505833,-84.872,46.511333,-84.8675,4531.773292,22.9,33.2,0.5,2,6.4,5.16285,-0.3015,64.99955,10,0.43,217,2
88167,9-Jun-14,1538,2014,25,578,1,174,3,4630.79,8442.59,4631.11,8442.96,46.513167,-84.709833,46.5185,-84.716,5117.994583,20,30.3,0.5,2,9.8,10.01505,0.35405,86.7854,10,0.43,217,6
88168,9-Jun-14,1538,2014,25,579,1,174,3,4630.79,8442.59,4631.11,8442.96,46.513167,-84.709833,46.5185,-84.716,5117.994583,20,30.3,0.5,2,9.8,10.01505,0.35405,86.7854,10,0.43,217,3
88170,11-Jun-14,1111,2014,25,580,1,460,3,4640.63,8433.68,4640.37,8434.03,46.677167,-84.561333,46.672833,-84.567167,632.3515239,18.4,25.9,0.5,2,12.2,11.3043,0.36755,72.5939,10,0.4,217,1
88171,11-Jun-14,1111,2014,25,581,1,460,3,4640.63,8433.68,4640.37,8434.03,46.677167,-84.561333,46.672833,-84.567167,632.3515239,18.4,25.9,0.5,2,12.2,11.3043,0.36755,72.5939,10,0.4,0,0
88172,11-Jun-14,1238,2014,25,582,1,459,3,4646.3,8435.69,4646.18,8436.2,46.771667,-84.594833,46.769667,-84.603333,2748.051934,19,30.8,0.5,2,10.8,8.97395,0.31425,79.9683,10,0.42,217,7
88173,11-Jun-14,1238,2014,25,583,1,459,3,4646.3,8435.69,4646.18,8436.2,46.771667,-84.594833,46.769667,-84.603333,2748.051934,19,30.8,0.5,2,10.8,8.97395,0.31425,79.9683,10,0.42,217,7
88175,11-Jun-14,1457,2014,25,584,1,461,3,4656.62,8443.59,4656.26,8443.65,46.943667,-84.7265,46.937667,-84.7275,740.1928961,46.7,67.5,0.5,2,8,6.1038,-0.11225,78.1542,10,0.42,217,55
88175,11-Jun-14,1457,2014,25,584,1,461,3,4656.62,8443.59,4656.26,8443.65,46.943667,-84.7265,46.937667,-84.7275,740.1928961,46.7,67.5,0.5,2,8,6.1038,-0.11225,78.1542,10,0.42,500,1
88176,11-Jun-14,1457,2014,25,585,1,461,3,4656.62,8443.59,4656.26,8443.65,46.943667,-84.7265,46.937667,-84.7275,740.1928961,46.7,67.5,0.5,2,8,6.1038,-0.11225,78.1542,10,0.42,217,37
88176,11-Jun-14,1457,2014,25,585,1,461,3,4656.62,8443.59,4656.26,8443.65,46.943667,-84.7265,46.937667,-84.7275,740.1928961,46.7,67.5,0.5,2,8,6.1038,-0.11225,78.1542,10,0.42,500,3
88179,12-Jun-14,637,2014,25,586,1,456,3,4719.04,8438.67,4718.89,8439.16,47.317333,-84.6445,47.314833,-84.652667,2445.814742,25,40.3,0.5,2,2.9,3.21535,0.7282,90.85395,10,0.42,217,10
88180,12-Jun-14,637,2014,25,587,1,456,3,4719.04,8438.67,4718.89,8439.16,47.317333,-84.6445,47.314833,-84.652667,2445.814742,25,40.3,0.5,2,2.9,3.21535,0.7282,90.85395,10,0.42,217,6
88182,12-Jun-14,933,2014,25,588,1,455,3,4733.2,8457.52,4733.02,8458.04,47.553333,-84.958667,47.550333,-84.967333,505.0784646,25.7,78.3,0.5,2,2.1,2.0822,0.1764,91.5717,10,0.43,217,1
88183,12-Jun-14,933,2014,25,589,1,455,3,4733.2,8457.52,4733.02,8458.04,47.553333,-84.958667,47.550333,-84.967333,505.0784646,25.7,78.3,0.5,2,2.1,2.0822,0.1764,91.5717,10,0.43,0,0
88186,12-Jun-14,1416,2014,25,590,1,451,3,4756.76,8511.07,4756.43,8510.91,47.946,-85.1845,47.9405,-85.181833,1060.318584,18.8,37,0.5,2,2.5,2.7176,0.2029,89.25665,10,0.4,0,0
88187,12-Jun-14,1416,2014,25,591,1,451,3,4756.76,8511.07,4756.43,8510.91,47.946,-85.1845,47.9405,-85.181833,1060.318584,18.8,37,0.5,2,2.5,2.7176,0.2029,89.25665,10,0.4,0,0
88188,12-Jun-14,1607,2014,25,592,1,462,3,4757.15,8456.67,4756.86,8456.38,47.9525,-84.9445,47.947667,-84.939667,898.4483453,31.4,90.2,0.5,2,2.3,2.66825,0.3047,93.2998,10,0.4,0,0
88189,12-Jun-14,1607,2014,25,593,1,462,3,4757.15,8456.67,4756.86,8456.38,47.9525,-84.9445,47.947667,-84.939667,898.4483453,31.4,90.2,0.5,2,2.3,2.66825,0.3047,93.2998,10,0.4,0,0
88190,13-Jun-14,845,2014,25,594,1,463,3,4755.05,8525.72,4754.7,8525.88,47.9175,-85.428667,47.911667,-85.431333,487.4822103,26,60.5,0.5,2,2.4,3.1429,0.0494,43.47035,10,0.42,217,73
88191,13-Jun-14,835,2014,25,595,1,463,3,4755.05,8525.72,4754.7,8525.88,47.9175,-85.428667,47.911667,-85.431333,487.4822103,26,60.5,0.5,2,2.4,3.1429,0.0494,43.47035,10,0.42,217,45
88192,13-Jun-14,1537,2014,25,596,1,465,3,4807.98,8603.34,4806.71,8602.95,48.133,-86.055667,48.111833,-86.049167,428.4710697,89.3,64.3,0.5,2,2.4,2.7479,0.07345,41.28295,10,0.42,217,2
88193,13-Jun-14,1537,2014,25,597,1,465,3,4807.98,8603.34,4806.71,8602.95,48.133,-86.055667,48.111833,-86.049167,428.4710697,89.3,64.3,0.5,2,2.4,2.7479,0.07345,41.28295,10,0.42,0,0
88198,14-Jun-14,859,2014,25,598,1,420,3,4846.13,8637.88,4845.98,8638.41,48.768833,-86.631333,48.766333,-86.640167,947.6654856,15.7,29.8,0.5,2,2.8,3.2204,0.0088,53.0875,10,0.42,217,1
88199,14-Jun-14,859,2014,25,599,1,420,3,4846.13,8637.88,4845.98,8638.41,48.768833,-86.631333,48.766333,-86.640167,947.6654856,15.7,29.8,0.5,2,2.8,3.2204,0.0088,53.0875,10,0.42,217,1
88199,14-Jun-14,859,2014,25,599,1,420,3,4846.13,8637.88,4845.98,8638.41,48.768833,-86.631333,48.766333,-86.640167,947.6654856,15.7,29.8,0.5,2,2.8,3.2204,0.0088,53.0875,10,0.42,310,1
88203,14-Jun-14,1440,2014,25,600,1,417,3,4848.9,8726.77,4849.13,8727.19,48.815,-87.446167,48.818833,-87.453167,436.8121076,66.1,42.4,0.5,2,3.3,3.7218,0.2334,86.0419,10,0.42,217,100
88204,14-Jun-14,1440,2014,25,601,1,417,3,4848.9,8726.77,4849.13,8727.19,48.815,-87.446167,48.818833,-87.453167,436.8121076,66.1,42.4,0.5,2,3.3,3.7218,0.2334,86.0419,10,0.42,217,89
88211,16-Jun-14,1254,2014,25,602,1,406,3,4831.1,8836.09,4830.81,8836.46,48.518333,-88.6015,48.5135,-88.607667,990.2505557,26.8,38.8,0.5,2,7.2,8.6691,0.08765,56.57935,10,0.38,217,1
88212,16-Jun-14,1254,2014,25,603,1,406,3,4831.1,8836.09,4830.81,8836.46,48.518333,-88.6015,48.5135,-88.607667,990.2505557,26.8,38.8,0.5,2,7.2,8.6691,0.08765,56.57935,10,0.38,0,0
88215,17-Jun-14,921,2014,25,604,1,401,3,4829.98,8856.44,4830.17,8855.97,48.499667,-88.940667,48.502833,-88.932833,855.8754756,39.6,,0.5,2,9.5,8.0482,0.5818,60.07385,10,0.42,217,146
88216,17-Jun-14,921,2014,25,605,1,401,3,4829.98,8856.44,4830.17,8855.97,48.499667,-88.940667,48.502833,-88.932833,855.8754756,39.6,47.9,0.5,2,9.5,8.0482,0.5818,60.07385,10,0.42,217,46
88218,17-Jun-14,1121,2014,25,606,1,402,3,4822.11,8852.6,4822.33,8853.06,48.3685,-88.876667,48.372167,-88.884333,458.0191294,19.7,32.3,0.5,2,5.5,5.6989,0.41525,80.68225,10,0.42,217,2
88219,17-Jun-14,1121,2014,25,607,1,402,3,4822.11,8852.6,4822.33,8853.06,48.3685,-88.876667,48.372167,-88.884333,458.0191294,19.7,32.3,0.5,2,5.5,5.6989,0.41525,80.68225,10,0.42,0,0
88221,17-Jun-14,1334,2014,25,608,1,404,3,4818.09,8855.24,4817.9,8855.71,48.3015,-88.920667,48.298333,-88.9285,463.5960272,77,75,0.5,2,8.2,7.0877,0.1635,61.06585,10,0.42,217,47
88222,17-Jun-14,1334,2014,25,609,1,404,3,4818.09,8855.24,4817.9,8855.71,48.3015,-88.920667,48.298333,-88.9285,463.5960272,77,75,0.5,2,8.2,7.0877,0.1635,61.06585,10,0.42,217,36
